Column,centro_nro_registro,centro_tipo,alergologia,same_as_alergologia,cardiologia,same_as_cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,same_as_dermatologia,endocrinologia,same_as_endocrinologia,enfermeria,same_as_enfermeria,farmacia,same_as_farmacia,fisioterapia,same_as_fisioterapia,medicina_general,same_as_medicina_general,neumologia,same_as_neumologia,neurologia,same_as_neurologia,nutricion_y_dietetica,same_as_nutricion_y_dietetica,oncologia,same_as_oncologia,otorrinolaringologia,same_as_otorrinolaringologia,pediatria,same_as_pediatria,psicologia_clinica,same_as_psicologia_clinica,psiquiatria,same_as_psiquiatria,rehabilitacion,same_as_rehabilitacion,urgencias,same_as_urgencias,vacunacion,same_as_vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,same_as_municipio,localizacion_coordenada_x,localizacion_coordenada_y
1733,CS14104,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de la Peseta 37 28054 Madrid,Avda,de la Peseta,37,28054,Madrid,https://www.wikidata.org/wiki/Q2807,435298,4468412
1734,CS14105,Centro de reconocimiento,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Joaquín Rodrigo 6 28440 Guadarrama,Calle,Joaquín Rodrigo,6,28440,Guadarrama,https://www.wikidata.org/wiki/Q517450,407807,4502974
1735,CS14107,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Buenos Aires 7 28320 Pinto,Calle,Buenos Aires,7,28320,Pinto,https://www.wikidata.org/wiki/Q909718,440209,4454567
1736,CS1411,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de San Germán 12 28020 Madrid,Calle,de San Germán,12,28020,Madrid,https://www.wikidata.org/wiki/Q2807,441253,4478658
1737,CS14116,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Plaza del Teniente de Alcalde Pérez Pillado 1 28003 Madrid,Plaza,del Teniente de Alcalde Pérez Pillado,1,28003,Madrid,https://www.wikidata.org/wiki/Q2807,440014,4476808
1738,CS14117,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Jardines 23 28901 Getafe,Calle,Jardines,23,28901,Getafe,https://www.wikidata.org/wiki/Q8802,437956,4461874
1739,CS14118,Servicio sanitario integrado en una organización no sanitaria,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del Príncipe de Vergara 80 28006 Madrid,Calle,del Príncipe de Vergara,80,28006,Madrid,https://www.wikidata.org/wiki/Q2807,442403,4476292
1741,CS14123,Consulta médica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Santísima Trinidad 24 28010 Madrid,Calle,de Santísima Trinidad,24,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440545,4476545
1742,CS14126,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda Don Juan de Borbón 13 28903 Getafe,Avda,Don Juan de Borbón,13,28903,Getafe,https://www.wikidata.org/wiki/Q8802,439443,4463037
1743,CS14127,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Elvira Lindo 7 28907 Getafe,Calle,Elvira Lindo,7,28907,Getafe,https://www.wikidata.org/wiki/Q8802,437852,4464568
1744,CS1413,Centro Polivalente,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,,,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,neurology,https://www.wikidata.org/wiki/Q83042,,,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Leganés 35 28945 Fuenlabrada,Calle,de Leganés,35,28945,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,432690,4460176
1745,CS14130,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de Isabel de Farnesio 25 28660 Boadilla del Monte,Avda,de Isabel de Farnesio,25,28660,Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,424797,4472706
1746,CS14132,Consulta médica,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle Playa de Castilla 7 28660 Boadilla del Monte,Calle,Playa de Castilla,7,28660,Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,424746,4477089
1747,CS14138,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Madre de Dios 8 28801 Alcalá de Henares,Calle,de la Madre de Dios,8,28801,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,468697,4481522
1748,CS14141,Otros centros especializados,,,,,,,,,,,,,,,,,,,,,neurology,https://www.wikidata.org/wiki/Q83042,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle del Conde de Cartagena 3 28007 Madrid,Calle,del Conde de Cartagena,3,28007,Madrid,https://www.wikidata.org/wiki/Q2807,442561,4473418
1750,CS14146,Centro de salud,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,,,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de la Alameda 5 28014 Madrid,Calle,de la Alameda,5,28014,Madrid,https://www.wikidata.org/wiki/Q2807,441139,4473726
1751,CS14147,Centro de reconocimiento,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de la Infanta Mercedes 59 28020 Madrid,Calle,de la Infanta Mercedes,59,28020,Madrid,https://www.wikidata.org/wiki/Q2807,440909,4479000
1752,CS14148,Consulta médica,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Núñez de Balboa 107 28006 Madrid,Calle,de Núñez de Balboa,107,28006,Madrid,https://www.wikidata.org/wiki/Q2807,442154,4476368
1753,CS14149,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Costa Rica 8 28016 Madrid,Calle,de Costa Rica,8,28016,Madrid,https://www.wikidata.org/wiki/Q2807,442687,4478852
1754,CS14152,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Ctra Base 5 28850 Torrejón de Ardoz,Ctra,Base,5,28850,Torrejón de Ardoz,https://www.wikidata.org/wiki/Q489839,461197,4479054
1755,CS14154,Otros centros especializados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Arapiles 16 28015 Madrid,Calle,de Arapiles,16,28015,Madrid,https://www.wikidata.org/wiki/Q2807,439934,4476075
1756,CS14155,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de Berlín 1 28500 Arganda del Rey,Avda,de Berlín,1,28500,Arganda del Rey,https://www.wikidata.org/wiki/Q497692,461884,4461076
1757,CS1416,Consulta médica,,,cardiology,https://www.wikidata.org/wiki/Q10379,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,,,,,Paseo de la Castellana 115 28046 Madrid,Paseo,de la Castellana,115,28046,Madrid,https://www.wikidata.org/wiki/Q2807,441430,4478697
1758,CS14160,Otros centros especializados,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Calle de Eugenio Salazar 47 28002 Madrid,Calle,de Eugenio Salazar,47,28002,Madrid,https://www.wikidata.org/wiki/Q2807,442713,4477648
1759,CS14163,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avda de la Tribuna 1 28708 San Sebastián de los Reyes,Avda,de la Tribuna,1,28708,San Sebastián de los Reyes,https://www.wikidata.org/wiki/Q484717,449748,4493709
1760,CS14164,Centro Polivalente,,,,,,,,,endocrinology,https://www.wikidata.org/wiki/Q162606,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Narváez 7 28009 Madrid,Calle,de Narváez,7,28009,Madrid,https://www.wikidata.org/wiki/Q2807,442687,4474985
1761,CS14169,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle San Enrique 9 28912 Leganés,Calle,San Enrique,9,28912,Leganés,https://www.wikidata.org/wiki/Q77433,435335,4464796
1763,CS14171,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,"Calle Camilo José Cela 11 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,11,28232,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,424259,4486189
1764,CS14172,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Alenza 11 28003 Madrid,Calle,de Alenza,11,28003,Madrid,https://www.wikidata.org/wiki/Q2807,440562,4477262
1765,CS14177,Consulta médica,,,,,,,,,,,,,,,,,,,,,,,,,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,,,,,,,,,,,Avda de Lisboa 8 28924 Alcorcón,Avda,de Lisboa,8,28924,Alcorcón,https://www.wikidata.org/wiki/Q10372,430475,4467270
1766,CS14180,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Sargento Barriga 10 28021 Madrid,Calle,de Sargento Barriga,10,28021,Madrid,https://www.wikidata.org/wiki/Q2807,440142,4466084
1767,CS14183,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Afueras a Valverde 28 28034 Madrid,Calle,de Afueras a Valverde,28,28034,Madrid,https://www.wikidata.org/wiki/Q2807,441484,4483242
1768,CS14188,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Valdebernardo 37 28030 Madrid,Calle,de Valdebernardo,37,28030,Madrid,https://www.wikidata.org/wiki/Q2807,446325,4472651
1769,CS14189,Centro de salud,,,,,,cirugiamenorambulatoria,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,,,vaccination,https://www.wikidata.org/wiki/Q192995,Calle del Puerto de Cotos 2 28038 Madrid,Calle,del Puerto de Cotos,2,28038,Madrid,https://www.wikidata.org/wiki/Q2807,444147,4472578
1770,CS14190,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle de Baeza 4 28002 Madrid,Calle,de Baeza,4,28002,Madrid,https://www.wikidata.org/wiki/Q2807,443248,4477423
1771,CS14193,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Paseo del Pireo 18 28943 Fuenlabrada,Paseo,del Pireo,18,28943,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,431487,4459098
1772,CS14195,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle de Gregorio Benítez 16 28043 Madrid,Calle,de Gregorio Benítez,16,28043,Madrid,https://www.wikidata.org/wiki/Q2807,444976,4477920
1773,CS14199,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Gaztambide 6 28015 Madrid,Calle,de Gaztambide,6,28015,Madrid,https://www.wikidata.org/wiki/Q2807,439300,4475870
1774,CS14207,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de Isabel de Farnesio 31 28660 Boadilla del Monte,Avda,de Isabel de Farnesio,31,28660,Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,424925,4472488
1775,CS14210,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Marqués de Lozoya 2 28007 Madrid,Calle,del Marqués de Lozoya,2,28007,Madrid,https://www.wikidata.org/wiki/Q2807,443438,4474260
1776,CS14213,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Santa Feliciana 16 28010 Madrid,Calle,de Santa Feliciana,16,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440735,4476081
1777,CS14221,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Oslo 9 28922 Alcorcón,Calle,Oslo,9,28922,Alcorcón,https://www.wikidata.org/wiki/Q10372,428587,4466581
1779,CS14226,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,"Calle Bruselas 5 28232 Rozas de Madrid, Las",Calle,Bruselas,5,28232,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,424254,4483800
1780,CS14228,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Batres 7 28950 Moraleja de Enmedio,Calle,Batres,7,28950,Moraleja de Enmedio,https://www.wikidata.org/wiki/Q965208,426661,4457039
1781,CS14229,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Plaza del Doctor Laguna 11 28009 Madrid,Plaza,del Doctor Laguna,11,28009,Madrid,https://www.wikidata.org/wiki/Q2807,442913,4474014
1782,CS14230,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Abastos 162 28300 Aranjuez,Calle,de Abastos,162,28300,Aranjuez,https://www.wikidata.org/wiki/Q486792,449066,4431426
1783,CS14231,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de Manuel Fraga Iribarne 35 28055 Madrid,Avda,de Manuel Fraga Iribarne,35,28055,Madrid,https://www.wikidata.org/wiki/Q2807,448407,4482138
1784,CS14232,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de las Higueras 40 28047 Madrid,Calle,de las Higueras,40,28047,Madrid,https://www.wikidata.org/wiki/Q2807,436718,4472729
1785,CS14234,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Atazar 4 28770 Colmenar Viejo,Calle,del Atazar,4,28770,Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,434905,4501846
1786,CS14237,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Víctor Andrés Belaúnde 52 28016 Madrid,Calle,de Víctor Andrés Belaúnde,52,28016,Madrid,https://www.wikidata.org/wiki/Q2807,442348,4478803
1787,CS14238,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Arturo Soria 144 28043 Madrid,Calle,de Arturo Soria,144,28043,Madrid,https://www.wikidata.org/wiki/Q2807,444637,4478178
1788,CS14242,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del Real 43 28770 Colmenar Viejo,Calle,del Real,43,28770,Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,435143,4501442
1789,CS14243,Centro Polivalente,,,,,,cirugiamenorambulatoria,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Diego de León 69 28006 Madrid,Calle,de Diego de León,69,28006,Madrid,https://www.wikidata.org/wiki/Q2807,442730,4476227
1790,CS14244,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Salvador Dalí 12 28320 Pinto,Calle,de Salvador Dalí,12,28320,Pinto,https://www.wikidata.org/wiki/Q909718,440579,4454395
1791,CS14249,Consulta médica,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Avda del Mediterráneo 9 28007 Madrid,Avda,del Mediterráneo,9,28007,Madrid,https://www.wikidata.org/wiki/Q2807,442591,4473211
1794,CS14252,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Castelló 39 28001 Madrid,Calle,de Castelló,39,28001,Madrid,https://www.wikidata.org/wiki/Q2807,442182,4475266
1795,CS14253,Centro de reconocimiento,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Sect Foresta 41 28760 Tres Cantos,Sect,Foresta,41,28760,Tres Cantos,https://www.wikidata.org/wiki/Q910410,439737,4495719
1796,CS14254,Consulta médica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle Señora Sergia 49 28250 Torrelodones,Calle,Señora Sergia,49,28250,Torrelodones,https://www.wikidata.org/wiki/Q542958,421087,4492731
1797,CS14255,Consulta médica,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Maiquez 20 28009 Madrid,Calle,de Maiquez,20,28009,Madrid,https://www.wikidata.org/wiki/Q2807,442904,4474668
1798,CS14257,Centro de cirugía mayor ambulatoria,,,,,cirugiamayoriaambulatoria,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Galileo 110 28003 Madrid,Calle,de Galileo,110,28003,Madrid,https://www.wikidata.org/wiki/Q2807,439808,4476827
1799,CS1426,Otros centros especializados,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Alcalá 463 28027 Madrid,Calle,de Alcalá,463,28027,Madrid,https://www.wikidata.org/wiki/Q2807,446242,4476696
1800,CS14263,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Alfonso X El Sabio 40 28982 Parla,Calle,Alfonso X El Sabio,40,28982,Parla,https://www.wikidata.org/wiki/Q824651,434698,4453747
1801,CS14264,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Paseo de Fuentelucha 7 28100 Alcobendas,Paseo,de Fuentelucha,7,28100,Alcobendas,https://www.wikidata.org/wiki/Q487679,444081,4489245
1802,CS14271,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Valderribas 77 28007 Madrid,Calle,de Valderribas,77,28007,Madrid,https://www.wikidata.org/wiki/Q2807,443180,4472588
1803,CS14279,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Bohemios 6 28041 Madrid,Calle,de Bohemios,6,28041,Madrid,https://www.wikidata.org/wiki/Q2807,441009,4467571
1804,CS1428,Centro Polivalente,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,https://www.wikidata.org/wiki/Q2807,446939,4478680
1805,CS14285,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Castilla-León 15 28939 Arroyomolinos,Calle,de Castilla-León,15,28939,Arroyomolinos,https://www.wikidata.org/wiki/Q1778172,421645,4458574
1806,CS14287,Centro Polivalente,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,,,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,,,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,https://www.wikidata.org/wiki/Q639422,431482,4476197
1807,CS14288,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de los Fundadores 10 28028 Madrid,Calle,de los Fundadores,10,28028,Madrid,https://www.wikidata.org/wiki/Q2807,443395,4475097
1808,CS14291,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Plaza Mayor 10 28911 Leganés,Plaza,Mayor,10,28911,Leganés,https://www.wikidata.org/wiki/Q77433,434630,4464177
